系列,序号,型号,开机屏好,开机屏坏,不开机,废板-整机,备注
V系列,1,V7,70,70,70,70,
V系列,2,V6,45,45,45,45,
V系列,3,V4s,25,25,25,25,
V系列,4,V4,25,25,25,25,
T系列,1,小T9,120,120,120,120,
T系列,2,T9,150,150,150,150,
T系列,3,T8s,75,75,75,75,
T系列,4,T8,75,75,75,75,
M系列,1,M8s,70,70,70,70,
M系列,2,M8,70,70,70,70,
M系列,3,M6s,80,80,80,80,
M系列,4,M6,80,80,80,80,
M系列,5,M4s,25,25,25,25,
M系列,6,M4,25,25,25,25,
M系列,7,M2,20,20,20,20,
